npsn,nama_sekolah,jenjang,kecamatan,kota_kabupaten,jumlah_siswa
20100143,SMKN 1 JAKARTA,SMK,Sawah Besar,Jakarta Pusat ,1752
20100156,SMKN 54 JAKARTA,SMK,Kemayoran,Jakarta Pusat ,968
20100157,SMKN 44 JAKARTA,SMK,Kemayoran,Jakarta Pusat ,634
20100158,SMKN 14 JAKARTA,SMK,Johar Baru,Jakarta Pusat ,911
20100159,SMKN 16 JAKARTA,SMK,Menteng,Jakarta Pusat ,637
20100160,SMKN 19 JAKARTA,SMK,Tanah Abang,Jakarta Pusat ,670
20100161,SMKN 2 JAKARTA,SMK,Gambir,Jakarta Pusat ,707
20100162,SMKN 21 JAKARTA,SMK,Kemayoran,Jakarta Pusat ,552
20100164,SMKN 3 JAKARTA,SMK,Kemayoran,Jakarta Pusat ,526
20100165,SMKN 31 JAKARTA,SMK,Johar Baru,Jakarta Pusat ,619
20100166,SMKN 34 JAKARTA,SMK,Senen,Jakarta Pusat ,661
20100167,SMKN 38 JAKARTA,SMK,Tanah Abang,Jakarta Pusat ,548
20100168,SMKN 39 JAKARTA,SMK,Cempaka Putih,Jakarta Pusat ,891
20100199,SMAN 68 JAKARTA,SMA,Senen,Jakarta Pusat ,887
20100200,SMAN 7 JAKARTA,SMA,Tanah Abang,Jakarta Pusat ,718
20100201,SMAN 77 JAKARTA,SMA,Cempaka Putih,Jakarta Pusat ,666
20100210,SMAN 5 JAKARTA,SMA,Kemayoran,Jakarta Pusat ,883
20100211,SMAN 4 JAKARTA,SMA,Gambir,Jakarta Pusat ,622
20100212,SMAN 35 JAKARTA,SMA,Tanah Abang,Jakarta Pusat ,718
20100216,SMAN 1 JAKARTA,SMA,Sawah Besar,Jakarta Pusat ,884
20100217,SMAN 10 JAKARTA,SMA,Sawah Besar,Jakarta Pusat ,544
20100218,SMAN 20 JAKARTA,SMA,Sawah Besar,Jakarta Pusat ,536
20100219,SMAN 24 JAKARTA,SMA,Tanah Abang,Jakarta Pusat ,512
20100221,SMAN 25 JAKARTA,SMA,Gambir,Jakarta Pusat ,558
20100223,SMAN 27 JAKARTA,SMA,Johar Baru,Jakarta Pusat ,777
20100224,SMAN 30 JAKARTA,SMA,Cempaka Putih,Jakarta Pusat ,888
20100228,SMP NEGERI 137 JAKARTA,SMP,Cempaka Putih,Jakarta Pusat ,672
20100230,SMP Negeri 156,SMP,Johar Baru,Jakarta Pusat ,783
20100231,SMP Negeri 17,SMP,Sawah Besar,Jakarta Pusat ,536
20100232,SMP Negeri 18,SMP,Menteng,Jakarta Pusat ,766
20100233,SMP NEGERI 181 JAKARTA,SMP,Tanah Abang,Jakarta Pusat ,636
20100235,SMP NEGERI 183,SMP,Kemayoran,Jakarta Pusat ,574
20100236,SMPN 2 JAKARTA,SMP,Johar Baru,Jakarta Pusat ,874
20100237,SMP Negeri 216,SMP,Senen,Jakarta Pusat ,1046
20100238,SMP Negeri 228,SMP,Kemayoran,Jakarta Pusat ,888
20100240,SMP NEGERI 119,SMP,Kemayoran,Jakarta Pusat ,776
20100241,SMP Negeri 118,SMP,Cempaka Putih,Jakarta Pusat ,656
20100251,SMP NEGERI 1 JAKARTA,SMP,Menteng,Jakarta Pusat ,779
20100252,SMP Negeri 10,SMP,Kemayoran,Jakarta Pusat ,775
20100253,SMP Negeri 269,SMP,Kemayoran,Jakarta Pusat ,744
20100255,SMP Negeri 273,SMP,Tanah Abang,Jakarta Pusat ,736
20100256,SMP NEGERI 76 JAKARTA,SMP,Johar Baru,Jakarta Pusat ,662
20100257,SMP Negeri 77,SMP,Cempaka Putih,Jakarta Pusat ,668
20100258,SMP NEGERI 78,SMP,Kemayoran,Jakarta Pusat ,555
20100259,SMP Negeri 79,SMP,Kemayoran,Jakarta Pusat ,784
20100260,SMP NEGERI 8 JAKARTA,SMP,Menteng,Jakarta Pusat ,719
20100261,SMP Negeri 93,SMP,Kemayoran,Jakarta Pusat ,648
20100262,SMP Negeri 94,SMP,Gambir,Jakarta Pusat ,436
20100267,SMP Negeri 72,SMP,Gambir,Jakarta Pusat ,441
20100269,SMP Negeri 70,SMP,Tanah Abang,Jakarta Pusat ,647
20100270,SMP Negeri 28,SMP,Johar Baru,Jakarta Pusat ,776
20100271,SMP Negeri 280,SMP,Menteng,Jakarta Pusat ,497
20100272,SMP Negeri 38,SMP,Tanah Abang,Jakarta Pusat ,668
20100274,SMP Negeri 4,SMP,Sawah Besar,Jakarta Pusat ,682
20100275,SMP Negeri 40 SSN,SMP,Tanah Abang,Jakarta Pusat ,856
20100276,SMP Negeri 47 Jakarta,SMP,Cempaka Putih,Jakarta Pusat ,669
20100277,SMP Negeri 5,SMP,Sawah Besar,Jakarta Pusat ,593
20100278,SMP Negeri 59,SMP,Kemayoran,Jakarta Pusat ,667
20100279,SMP Negeri 60,SMP,Gambir,Jakarta Pusat ,475
20100280,SMP Negeri 64,SMP,Sawah Besar,Jakarta Pusat ,539
20100370,SDN Bungur 01,SD,Senen,Jakarta Pusat ,382
20100372,SDN Bungur 03 Pg.,SD,Senen,Jakarta Pusat ,441
20100374,SD NEGERI CEMPAKA PUTIH BARAT 01 PAGI,SD,Cempaka Putih,Jakarta Pusat ,577
20100375,SDN Cempaka Putih Barat 03 Pg,SD,Cempaka Putih,Jakarta Pusat ,583
20100377,SDSN CEMPAKA PUTIH BARAT 05,SD,Cempaka Putih,Jakarta Pusat ,300
20100378,SDN Cempaka Putih Barat 07 Pg.,SD,Cempaka Putih,Jakarta Pusat ,466
20100379,SDN BENDUNGAN HILIR 09 PAGI,SD,Tanah Abang,Jakarta Pusat ,368
20100390,SDN BENDUNGAN HILIR 01,SD,Tanah Abang,Jakarta Pusat ,686
20100392,SDN BENDUNGAN HILIR 05 PAGI,SD,Tanah Abang,Jakarta Pusat ,333
20100459,SDN Paseban 03 Pg.,SD,Senen,Jakarta Pusat ,334
20100460,SDN Paseban 05 Pagi,SD,Senen,Jakarta Pusat ,358
20100464,SDN PASAR BARU 05,SD,Sawah Besar,Jakarta Pusat ,291
20100466,SDN Kramat 05 Pagi,SD,Senen,Jakarta Pusat ,146
20100467,SDN Kramat 06 Pg.,SD,Senen,Jakarta Pusat ,238
20100468,SDN Kramat 07 Pt.,SD,Senen,Jakarta Pusat ,240
20100469,SDN KRAMAT 08 PAGI,SD,Senen,Jakarta Pusat ,176
20100473,SDN MANGGA DUA SELATAN 03 PG.,SD,Sawah Besar,Jakarta Pusat ,212
20100476,SDN Pasar Baru 03 Pg.,SD,Sawah Besar,Jakarta Pusat ,404
20100477,SDN Paseban 09 Pg.,SD,Senen,Jakarta Pusat ,200
20100480,SD NEGERI RAWASARI 03 PAGI,SD,Cempaka Putih,Jakarta Pusat ,209
20100496,SDN Paseban 18 Pg.,SD,Senen,Jakarta Pusat ,274
20100501,SDN Petamburan 03 Pagi,SD,Tanah Abang,Jakarta Pusat ,443
20100513,SDN Karang Anyar 02 PT,SD,Sawah Besar,Jakarta Pusat ,174
20100514,SD NEGERI KARANG ANYAR 03 PG,SD,Sawah Besar,Jakarta Pusat ,243
20100515,SD NEGERI KARANG ANYAR 04 PT,SD,Sawah Besar,Jakarta Pusat ,183
20100516,SD NEGERI KARANG ANYAR 06 PT,SD,Sawah Besar,Jakarta Pusat ,164
20100517,SDN KARANG ANYAR 07 PAGI,SD,Sawah Besar,Jakarta Pusat ,280
20100521,SDN Cempaka Putih Barat 15 Pg.,SD,Cempaka Putih,Jakarta Pusat ,421
20100522,SD NEGERI CEMPAKA PUTIH BARAT 17 PAGI,SD,Cempaka Putih,Jakarta Pusat ,543
20100523,SDN Cempaka Putih Barat 19 Pg.,SD,Cempaka Putih,Jakarta Pusat ,546
20100528,SD NEGERI CEMPAKA PUTIH TIMUR 01PG,SD,Cempaka Putih,Jakarta Pusat ,455
20100530,SD NEGERI CEMPAKA PUTIH TIMUR 03 PAGI,SD,Cempaka Putih,Jakarta Pusat ,412
20100532,SDN Karang Anyar 08 Pg.,SD,Sawah Besar,Jakarta Pusat ,204
20100539,SDN Kenari 07,SD,Senen,Jakarta Pusat ,529
20100545,SDN Kramat 01,SD,Senen,Jakarta Pusat ,335
20100550,SDN Karet Tengsin 15,SD,Tanah Abang,Jakarta Pusat ,355
20100552,SD NEGERI KARET TENGSIN 21 PG,SD,Tanah Abang,Jakarta Pusat ,194
20100565,SDN Tugu Selatan 03 Pg.,SD,Koja,Jakarta Utara ,538
20100568,SDN Tugu Selatan 01 Pg,SD,Koja,Jakarta Utara ,516
20100575,SDN TUGU UTARA 09.,SD,Koja,Jakarta Utara ,498
20100577,SD NEGERI TUGU UTARA 11,SD,Koja,Jakarta Utara ,494
20100579,SD NEGERI SUNTER JAYA 03 PG,SD,Tanjung Priok,Jakarta Utara ,584
20100582,SDN Semper Barat 09 Pagi,SD,Cilincing,Jakarta Utara ,709
20100584,SDN Semper Barat 11 Pg.,SD,Cilincing,Jakarta Utara ,755
20100586,SDN SEMPER BARAT 13,SD,Cilincing,Jakarta Utara ,639
20100591,SD NEGERI SEMPER TIMUR 05 PG JAKARTA,SD,Cilincing,Jakarta Utara ,351
20100593,SDN Sukapura 01 Pg.,SD,Cilincing,Jakarta Utara ,388
20100596,SD NEGERI SUKAPURA 04 PG,SD,Cilincing,Jakarta Utara ,319
20100597,SDN SEMPER BARAT 08 PETANG,SD,Cilincing,Jakarta Utara ,347
20100598,SDN Tugu Utara 13 Pg.,SD,Koja,Jakarta Utara ,290
20100618,SDN TUGU UTARA 14 PAGI,SD,Koja,Jakarta Utara ,279
20100619,SDN Tugu Utara 15 Pg.,SD,Koja,Jakarta Utara ,679
20100622,SDN Tugu Utara 19 Pg.,SD,Koja,Jakarta Utara ,411
20100624,SDN Tugu Utara 21 Pg.,SD,Koja,Jakarta Utara ,317
20100625,SDN TUGU UTARA 22,SD,Koja,Jakarta Utara ,615
20100633,SD NEGERI SEMPER BARAT 07 PG,SD,Cilincing,Jakarta Utara ,334
20100636,SDN Penjaringan 06 Pg.,SD,Penjaringan,Jakarta Utara ,1339
20100638,SDN PENJARINGAN 08 PAGI,SD,Penjaringan,Jakarta Utara ,373
20100639,SD NEGERI PENJARINGAN 10 PG,SD,Penjaringan,Jakarta Utara ,370
20100645,SDN Rawa Badak Selatan 01 Pg.,SD,Koja,Jakarta Utara ,664
20100647,SD NEGERI RAWA BADAK SELATAN 03 PG JAKARTA,SD,Koja,Jakarta Utara ,476
20100648,SD NEGERI RAWA BADAK SELATAN 05,SD,Koja,Jakarta Utara ,406
20100651,SD NEGERI PENJARINGAN 03,SD,Penjaringan,Jakarta Utara ,1330
20100652,SD NEGERI PENJARINGAN 01,SD,Penjaringan,Jakarta Utara ,630
20100653,SDN Pademangan Timur 05 Pg.,SD,Pademangan,Jakarta Utara ,752
20100654,SDN Pademangan Timur 06 Pg.,SD,Pademangan,Jakarta Utara ,599
20100659,SDN Pejagalan 03 Pg.,SD,Penjaringan,Jakarta Utara ,506
20100664,SDN Pejagalan 09 Pg.,SD,Penjaringan,Jakarta Utara ,536
20100669,SDN Rawa Badak Selatan 07,SD,Koja,Jakarta Utara ,499
20100671,SDN Rawa Badak Utara 19 Pg.,SD,Koja,Jakarta Utara ,529
20100673,SDN Rawa Badak Utara 21,SD,Koja,Jakarta Utara ,282
20100677,SDN ROROTAN 01,SD,Cilincing,Jakarta Utara ,574
20100679,SDN Rorotan 02 Pg.,SD,Cilincing,Jakarta Utara ,313
20100681,SDN Rorotan 05,SD,Cilincing,Jakarta Utara ,502
20100682,SDN Semper Barat 01 Pg.,SD,Cilincing,Jakarta Utara ,334
20100683,SDN Semper Barat 02 Pt.,SD,Cilincing,Jakarta Utara ,308
20100684,SDN Semper Barat 03 Pg.,SD,Cilincing,Jakarta Utara ,674
20100686,SDN SEMPER BARAT 05,SD,Cilincing,Jakarta Utara ,531
20100689,SDN Rawa Badak Utara 15 Pg.,SD,Koja,Jakarta Utara ,478
20100690,SD NEGERI RAWA BADAK SELATAN 09 PG JAKARTA,SD,Koja,Jakarta Utara ,460
20100691,SD NEGERI RAWA BADAK SELATAN 11 PG JAKARTA,SD,Koja,Jakarta Utara ,637
20100693,SD Standar Nasional Rawa Badak Utara 01 Pg.,SD,Koja,Jakarta Utara ,633
20100695,SDN Rawa Badak Utara 03 Pg.,SD,Koja,Jakarta Utara ,414
20100697,SDN RAWA BADAK UTARA 05 PAGI,SD,Koja,Jakarta Utara ,477
20100699,SD NEGERI RAWA BADAK UTARA 07 PG JAKARTA,SD,Koja,Jakarta Utara ,406
20100702,SD NEGERI RAWA BADAK UTARA 11 PAGI,SD,Koja,Jakarta Utara ,476
20100704,SDN Rawa Badak Utara 13 Pg.,SD,Koja,Jakarta Utara ,545
20100717,SMP NEGERI 112 JAKARTA,SMP,Penjaringan,Jakarta Utara ,742
20100718,SMP NEGERI 113 JAKARTA,SMP,Pademangan,Jakarta Utara ,467
20100719,SMP Negeri 114,SMP,Koja,Jakarta Utara ,918
20100720,SMP NEGERI 116 JAKARTA,SMP,Tanjung Priok,Jakarta Utara ,655
20100721,SMP Negeri 120,SMP,Penjaringan,Jakarta Utara ,789
20100740,SMP NEGERI 121 JAKARTA,SMP,Koja,Jakarta Utara ,662
20100741,SMP NEGERI 122 JAKARTA,SMP,Penjaringan,Jakarta Utara ,889
20100742,SMP NEGERI 270 JAKARTA,SMP,Kelapa Gading,Jakarta Utara ,660
20100743,SMP NEGERI 277 JAKARTA,SMP,Koja,Jakarta Utara ,678
20100744,SMP NEGERI 279 JAKARTA,SMP,Koja,Jakarta Utara ,672
20100745,SMP Negeri 282,SMP,Tanjung Priok,Jakarta Utara ,578
20100746,SMP Negeri 30,SMP,Koja,Jakarta Utara ,821
20100747,SMP NEGERI 34 JAKARTA,SMP,Pademangan,Jakarta Utara ,889
20100748,SMP Negeri 42,SMP,Pademangan,Jakarta Utara ,706
20100749,SMP Negeri 53,SMP,Cilincing,Jakarta Utara ,916
20100750,SMP Negeri 55,SMP,Tanjung Priok,Jakarta Utara ,892
20100751,SMP NEGERI 65 JAKARTA,SMP,Tanjung Priok,Jakarta Utara ,697
20100752,SMP Negeri 84,SMP,Koja,Jakarta Utara ,837
20100753,SMP Negeri 95,SMP,Tanjung Priok,Jakarta Utara ,870
20100757,SMP NEGERI 266 JAKARTA,SMP,Cilincing,Jakarta Utara ,796
20100758,SMP Negeri 261,SMP,Penjaringan,Jakarta Utara ,944
20100759,SMP NEGERI 244 JAKARTA,SMP,Cilincing,Jakarta Utara ,884
20100760,SMP NEGERI 123 JAKARTA,SMP,Kelapa Gading,Jakarta Utara ,673
20100761,SMP NEGERI 129 JAKARTA,SMP,Tanjung Priok,Jakarta Utara ,858
20100762,SMP NEGERI 140 JAKARTA,SMP,Tanjung Priok,Jakarta Utara ,613
20100763,SMP Negeri 143,SMP,Cilincing,Jakarta Utara ,871
20100764,SMP NEGERI 151 JAKARTA,SMP,Koja,Jakarta Utara ,808
20100765,SMP Negeri 152,SMP,Tanjung Priok,Jakarta Utara ,589
20100766,SMP NEGERI 162 JAKARTA,SMP,Cilincing,Jakarta Utara ,842
20100767,SMP Negeri 170,SMP,Kelapa Gading,Jakarta Utara ,675
20100768,SMP NEGERI 173 JAKARTA,SMP,Koja,Jakarta Utara ,887
20100769,SMP Negeri 200,SMP,Cilincing,Jakarta Utara ,855
20100770,SMP NEGERI 21 JAKARTA,SMP,Penjaringan,Jakarta Utara ,892
20100771,SMP Negeri 221,SMP,Tanjung Priok,Jakarta Utara ,718
20100772,SMP NEGERI 23 JAKARTA,SMP,Pademangan,Jakarta Utara ,627
20100773,SMP NEGERI 231 JAKARTA,SMP,Cilincing,Jakarta Utara ,997
20100779,SMAN 75 JAKARTA,SMA,Cilincing,Jakarta Utara ,777
20100780,SMAN 80 JAKARTA,SMA,Tanjung Priok,Jakarta Utara ,813
20100781,SMAN 83 JAKARTA,SMA,Cilincing,Jakarta Utara ,654
20100782,SMAN 92 JAKARTA,SMA,Cilincing,Jakarta Utara ,839
20100783,SMKN 12 JAKARTA,SMK,Tanjung Priok,Jakarta Utara ,701
20100795,SMAN 73 JAKARTA,SMA,Cilincing,Jakarta Utara ,694
20100796,SMAN 72 JAKARTA,SMA,Kelapa Gading,Jakarta Utara ,794
20100797,SMAN 52 JAKARTA,SMA,Cilincing,Jakarta Utara ,895
20100802,SMAN 110 JAKARTA,SMA,Koja,Jakarta Utara ,880
20100803,SMAN 111 JAKARTA,SMA,Penjaringan,Jakarta Utara ,548
20100804,SMAN 114 JAKARTA,SMA,Cilincing,Jakarta Utara ,546
20100805,SMAN 115 JAKARTA,SMA,Cilincing,Jakarta Utara ,575
20100806,SMAN 13 JAKARTA,SMA,Koja,Jakarta Utara ,962
20100807,SMAN 15 JAKARTA,SMA,Tanjung Priok,Jakarta Utara ,665
20100809,SMAN 18 JAKARTA,SMA,Tanjung Priok,Jakarta Utara ,778
20100810,SMAN 40 JAKARTA,SMA,Pademangan,Jakarta Utara ,733
20100811,SMAN 41 JAKARTA,SMA,Tanjung Priok,Jakarta Utara ,702
20100812,SMAN 45 JAKARTA,SMA,Kelapa Gading,Jakarta Utara ,873
20100994,SDN Cilincing 11 Pt.,SD,Cilincing,Jakarta Utara ,320
20100997,SDN KALIBARU 03,SD,Cilincing,Jakarta Utara ,484
20101001,SDN Kali Baru 05 Pagi,SD,Cilincing,Jakarta Utara ,561
20101003,SD Negeri Kalibaru 07 Pagi,SD,Cilincing,Jakarta Utara ,764
20101005,SDN KALIBARU 09,SD,Cilincing,Jakarta Utara ,669
20101009,SD KAPUK MUARA 01 PG,SD,Penjaringan,Jakarta Utara ,546
20101010,SDN CILINCING 09,SD,Cilincing,Jakarta Utara ,469
20101013,SDN CILINCING 06,SD,Cilincing,Jakarta Utara ,414
20101026,SDN Cilincing 03,SD,Cilincing,Jakarta Utara ,416
20101028,SD NEGERI CILINCING 05 PG,SD,Cilincing,Jakarta Utara ,336
20101031,SDN Pademangan Barat 01 Pg.,SD,Pademangan,Jakarta Utara ,570
20101033,SDN Pademangan Barat 03 Pg.,SD,Pademangan,Jakarta Utara ,1238
20101035,SDN Pademangan Barat 05 Pg.,SD,Pademangan,Jakarta Utara ,219
20101036,SDN Pademangan Barat 07 Pg.,SD,Pademangan,Jakarta Utara ,543
20101044,SDN Pademangan Timur 01 Pg.,SD,Pademangan,Jakarta Utara ,457
20101054,SDN Lagoa 02 Pg.,SD,Koja,Jakarta Utara ,563
20101057,SDN Lagoa 05 Pg.,SD,Koja,Jakarta Utara ,633
20101059,SDN Lagoa 07 Pg.,SD,Koja,Jakarta Utara ,486
20101061,SD NEGERI LAGOA 09 PG JAKARTA,SD,Koja,Jakarta Utara ,427
20101062,SDN LAGOA 11,SD,Koja,Jakarta Utara ,560
20101064,SDN Pademangan Timur 03 Pg.,SD,Pademangan,Jakarta Utara ,956
20101170,SD NEGERI TOMANG 08 PAGI,SD,Grogol Petamburan,Jakarta Barat ,228
20101172,SD NEGERI TOMANG 03 PAGI,SD,Grogol Petamburan,Jakarta Barat ,398
20101188,SD NEGERI SUKABUMI UTARA 03 PAGI,SD,Kebon Jeruk,Jakarta Barat ,428
20101199,SD NEGERI SUKABUMI UTARA 04 PAGI,SD,Kebon Jeruk,Jakarta Barat ,237
20101359,SD NEGERI MANGGA BESAR 03 PG,SD,Taman Sari,Jakarta Barat ,183
20101361,SD NEGERI KRUKUT 03 PG,SD,Taman Sari,Jakarta Barat ,188
20101362,SD NEGERI KRUKUT 01 PG,SD,Taman Sari,Jakarta Barat ,214
20101370,SD NEGERI MANGGA BESAR 07 PG,SD,Taman Sari,Jakarta Barat ,190
20101373,SD NEGERI MERUYA UTARA 05 PAGI,SD,Kembangan,Jakarta Barat ,542
20101374,SD NEGERI MERUYA UTARA 04 PT,SD,Kembangan,Jakarta Barat ,288
20101393,SD NEGERI KEMANGGISAN 12,SD,Palmerah,Jakarta Barat ,218
20101394,SD NEGERI KEMANGGISAN 10 PAGI,SD,Palmerah,Jakarta Barat ,320
20101395,SD NEGERI KEMANGGISAN 08 PAGI,SD,Palmerah,Jakarta Barat ,190
20101402,SD NEGERI KEMBANGAN UTARA 11 PETANG,SD,Kembangan,Jakarta Barat ,348
20101406,SD NEGERI KEMBANGAN UTARA 06 PAGI,SD,Kembangan,Jakarta Barat ,394
20101410,SD NEGERI KEMANGGISAN 06 PAGI,SD,Palmerah,Jakarta Barat ,277
20101412,SD NEGERI RAWA BUAYA 04 PT,SD,Cengkareng,Jakarta Barat ,324
20101413,SD NEGERI RAWA BUAYA 02 PG,SD,Cengkareng,Jakarta Barat ,326
20101414,SDN Rawa Buaya 01 Pg.,SD,Cengkareng,Jakarta Barat ,389
20101415,SD NEGERI PINANGSIA 06 PG,SD,Taman Sari,Jakarta Barat ,195
20101417,SD NEGERI PINANGSIA 03,SD,Taman Sari,Jakarta Barat ,339
20101419,SD Negeri Pinangsia 01 Pg.,SD,Taman Sari,Jakarta Barat ,490
20101424,SD NEGERI RAWA BUAYA 07 PG,SD,Cengkareng,Jakarta Barat ,356
20101425,SD NEGERI RAWA BUAYA 08 PG,SD,Cengkareng,Jakarta Barat ,396
20101428,SD NEGERI SLIPI 15 PAGI,SD,Palmerah,Jakarta Barat ,249
20101436,SD NEGERI RAWA BUAYA 09 PG,SD,Cengkareng,Jakarta Barat ,387
20101437,SDN Pekojan 04 Petang,SD,Tambora,Jakarta Barat ,168
20101446,SD NEGERI MERUYA UTARA 15 PT,SD,Kembangan,Jakarta Barat ,304
20101447,SD NEGERI MERUYA UTARA 13 PAGI,SD,Kembangan,Jakarta Barat ,310
20101449,SD NEGERI MERUYA UTARA 11 PETANG,SD,Kembangan,Jakarta Barat ,233
20101452,SD NEGERI PALMERAH 13 PAGI,SD,Palmerah,Jakarta Barat ,417
20101460,SD NEGERI PALMERAH 23 PAGI,SD,Palmerah,Jakarta Barat ,350
20101461,SD NEGERI PALMERAH 22 PAGI,SD,Palmerah,Jakarta Barat ,277
20101462,SD NEGERI PALMERAH 21 PAGI,SD,Palmerah,Jakarta Barat ,245
20101463,SD NEGERI PALMERAH 20 PAGI,SD,Palmerah,Jakarta Barat ,227
20101496,SMKN 9 JAKARTA,SMK,Tambora,Jakarta Barat ,723
20101497,SMKN 60 JAKARTA,SMK,Kebon Jeruk,Jakarta Barat ,626
20101498,SMKN 53 JAKARTA,SMK,Taman Sari,Jakarta Barat ,1127
20101499,SMKN 45 JAKARTA,SMK,Kebon Jeruk,Jakarta Barat ,787
20101500,SMKN 42 JAKARTA,SMK,Cengkareng,Jakarta Barat ,782
20101501,SMKN 35 JAKARTA,SMK,Taman Sari,Jakarta Barat ,986
20101502,SMKN 17 JAKARTA,SMK,Palmerah,Jakarta Barat ,639
20101503,SMKN 13 JAKARTA,SMK,Palmerah,Jakarta Barat ,1066
20101504,SMKN 11 JAKARTA,SMK,Taman Sari,Jakarta Barat ,633
20101522,SMP Negeri 89 SSN JAKARTA,SMP,Grogol Petamburan,Jakarta Barat ,883
20101523,SMP Negeri 249,SMP,Cengkareng,Jakarta Barat ,907
20101524,SMP NEGERI 248 JAKARTA,SMP,Cengkareng,Jakarta Barat ,780
20101526,SMP Negeri 225,SMP,Kali Deres,Jakarta Barat ,862
20101527,SMP NEGERI 224 JAKARTA,SMP,Kali Deres,Jakarta Barat ,516
20101528,SMP NEGERI 220 JAKARTA,SMP,Kebon Jeruk,Jakarta Barat ,715
20101529,SMP NEGERI 22 JAKARTA,SMP,Taman Sari,Jakarta Barat ,760
20101530,SMP NEGERI 219,SMP,Kembangan,Jakarta Barat ,815
20101531,SMP Negeri 215,SMP,Kembangan,Jakarta Barat ,893
20101532,SMP Negeri 207,SMP,Kembangan,Jakarta Barat ,781
20101533,SMP Negeri 206,SMP,Kembangan,Jakarta Barat ,745
20101534,SMP Negeri 264,SMP,Cengkareng,Jakarta Barat ,826
20101535,SMP Negeri 271,SMP,Kebon Jeruk,Jakarta Barat ,875
20101536,SMP NEGERI 274 JAKARTA,SMP,Grogol Petamburan,Jakarta Barat ,616
20101537,SMP NEGERI 88 JAKARTA,SMP,Palmerah,Jakarta Barat ,893
20101538,SMP NEGERI 83 JAKARTA,SMP,Grogol Petamburan,Jakarta Barat ,601
20101539,SMP NEGERI 82 JAKARTA,SMP,Grogol Petamburan,Jakarta Barat ,886
20101540,SMP Negeri 75 Jakarta,SMP,Kebon Jeruk,Jakarta Barat ,701
20101541,SMP NEGERI 69 JAKARTA,SMP,Grogol Petamburan,Jakarta Barat ,768
20101542,SMP NEGERI 63,SMP,Tambora,Jakarta Barat ,733
20101543,SMP NEGERI 61 JAKARTA,SMP,Palmerah,Jakarta Barat ,657
20101544,SMP NEGERI 54 JAKARTA,SMP,Taman Sari,Jakarta Barat ,805
20101545,SMP NEGERI 45 JAKARTA,SMP,Cengkareng,Jakarta Barat ,856
20101546,SMP Negeri 32,SMP,Tambora,Jakarta Barat ,862
20101547,SMP NEGERI 278 JAKARTA,SMP,Kali Deres,Jakarta Barat ,527
20101548,SMP NEGERI 205 JAKARTA,SMP,Kali Deres,Jakarta Barat ,779
20101549,SMP NEGERI 204,SMP,Kali Deres,Jakarta Barat ,662
20101550,SMP NEGERI 130 JAKARTA,SMP,Palmerah,Jakarta Barat ,689
20101551,SMP Negeri 127,SMP,Kebon Jeruk,Jakarta Barat ,780
20101552,SMP Negeri 125,SMP,Kali Deres,Jakarta Barat ,662
20101553,SMP Negeri 111,SMP,Palmerah,Jakarta Barat ,960
20101554,SMP Negeri 108,SMP,Cengkareng,Jakarta Barat ,882
20101556,SMP NEGERI 105 JAKARTA,SMP,Kembangan,Jakarta Barat ,771
20101557,SMP NEGERI 101 JAKARTA,SMP,Palmerah,Jakarta Barat ,884
20101558,SMP Negeri 100,SMP,Cengkareng,Jakarta Barat ,520
20101562,SMP NEGERI 132 JAKARTA,SMP,Cengkareng,Jakarta Barat ,770
20101563,SMP NEGERI 134 JAKARTA,SMP,Kembangan,Jakarta Barat ,739
20101564,SMP NEGERI 142 JAKARTA,SMP,Kembangan,Jakarta Barat ,884
20101565,SMP Negeri 201,SMP,Cengkareng,Jakarta Barat ,789
20101566,SMP NEGERI 197 JAKARTA,SMP,Kebon Jeruk,Jakarta Barat ,671
20101568,SMP NEGERI 191 JAKARTA,SMP,Kebon Jeruk,Jakarta Barat ,871
20101569,SMP Negeri 190,SMP,Kali Deres,Jakarta Barat ,668
20101570,SMP Negeri 189,SMP,Kebon Jeruk,Jakarta Barat ,775
20101571,SMP NEGERI 187 JAKARTA,SMP,Kali Deres,Jakarta Barat ,663
20101572,SMP Negeri 186,SMP,Kali Deres,Jakarta Barat ,882
20101573,SMP Negeri 176,SMP,Cengkareng,Jakarta Barat ,704
20101574,SMP Negeri 169,SMP,Kali Deres,Jakarta Barat ,649
20101576,SMP NEGERI 159 JAKARTA,SMP,Tambora,Jakarta Barat ,650
20101583,SMAN 96 JAKARTA,SMA,Cengkareng,Jakarta Barat ,775
20101584,SMAN 95 JAKARTA,SMA,Kali Deres,Jakarta Barat ,1002
20101585,SMAN 94 JAKARTA,SMA,Kali Deres,Jakarta Barat ,667
20101586,SMAN 85 JAKARTA,SMA,Kembangan,Jakarta Barat ,776
20101587,SMAN 84 JAKARTA,SMA,Kali Deres,Jakarta Barat ,777
20101588,SMAN 78 JAKARTA,SMA,Palmerah,Jakarta Barat ,1214
20101589,SMAN 65 JAKARTA,SMA,Kebon Jeruk,Jakarta Barat ,631
20101604,SMAN 57 JAKARTA,SMA,Kebon Jeruk,Jakarta Barat ,667
20101605,SMAN 56 JAKARTA,SMA,Kali Deres,Jakarta Barat ,691
20101620,SMAN 33 JAKARTA,SMA,Cengkareng,Jakarta Barat ,780
20101621,SMAN 23 JAKARTA,SMA,Grogol Petamburan,Jakarta Barat ,703
