npsn,nama_sekolah,jenjang,kecamatan,kota_kabupaten,jumlah_siswa
20104403,SDN Cibubur 01 Pg.,SD,Ciracas,Jakarta Timur ,762
20104464,SD NEGERI PULAU HARAPAN 01 PG,SD,Kepulauan Seribu Utara,Kepulauan Seribu,181
20104465,SDN PULAU HARAPAN 02 PAGI,SD,Kepulauan Seribu Utara,Kepulauan Seribu,72
20104466,SD NEGERI PULAU KELAPA 01 PG,SD,Kepulauan Seribu Utara,Kepulauan Seribu,309
20104467,SD NEGERI PULAU KELAPA 02 PG,SD,Kepulauan Seribu Utara,Kepulauan Seribu,315
20104468,SD NEGERI PULAU PANGGANG 01 PG,SD,Kepulauan Seribu Utara,Kepulauan Seribu,200
20104469,SD NEGERI PULAU PANGGANG 02 PG,SD,Kepulauan Seribu Utara,Kepulauan Seribu,223
20104470,SD NEGERI PULAU PANGGANG 03 PG JAKARTA,SD,Kepulauan Seribu Utara,Kepulauan Seribu,137
20104471,SD NEGERI PULAU PARI 01 PG,SD,Kepulauan Seribu Selatan,Kepulauan Seribu,151
20104472,SD NEGERI PULAU PARI 02 PG,SD,Kepulauan Seribu Selatan,Kepulauan Seribu,240
20104473,SD NEGERI PULAU TIDUNG 01 PG,SD,Kepulauan Seribu Selatan,Kepulauan Seribu,139
20104474,SD NEGERI PULAU TIDUNG 02 PG,SD,Kepulauan Seribu Selatan,Kepulauan Seribu,138
20104475,SD NEGERI PULAU TIDUNG 03 PG,SD,Kepulauan Seribu Selatan,Kepulauan Seribu,143
20104476,SD NEGERI PULAU TIDUNG 04 PG,SD,Kepulauan Seribu Selatan,Kepulauan Seribu,19
20104477,SD NEGERI PERCONTOHAN PULAU UNTUNG JAWA 01 PG,SD,Kepulauan Seribu Selatan,Kepulauan Seribu,272
20104481,SD NEGERI PERCONTOHAN BENDUNGAN HILIR 12 PG,SD,Tanah Abang,Jakarta Pusat ,363
20104482,SD NEGERI CEMPAKA BARU 01,SD,Kemayoran,Jakarta Pusat ,666
20104484,SDN Cempaka Baru 03 Pg.,SD,Kemayoran,Jakarta Pusat ,469
20104485,SD NEGERI CEMPAKA BARU 05,SD,Kemayoran,Jakarta Pusat ,448
20104487,SD NEGERI CEMPAKA BARU 07 PG,SD,Kemayoran,Jakarta Pusat ,345
20104488,SD NEGERI CEMPAKA BARU 09 PAGI,SD,Kemayoran,Jakarta Pusat ,384
20104489,SD NEGERI CEMPAKA BARU 11 PAGI,SD,Kemayoran,Jakarta Pusat ,345
20104490,SD NEGERI CEMPAKA BARU 12,SD,Kemayoran,Jakarta Pusat ,681
20104498,SDN Cideng 02 Pg.,SD,Gambir,Jakarta Pusat ,313
20104499,SDN Cideng 04,SD,Gambir,Jakarta Pusat ,190
20104501,SDN CIDENG 07,SD,Gambir,Jakarta Pusat ,288
20104503,SDN Cideng 09,SD,Gambir,Jakarta Pusat ,247
20104504,SDN Cideng 10,SD,Gambir,Jakarta Pusat ,228
20104506,SDN Cideng 13 Pg.,SD,Gambir,Jakarta Pusat ,190
20104508,SD NEGERI CIKINI 01 PAGI,SD,Menteng,Jakarta Pusat ,189
20104509,SD NEGERI CIKINI 02,SD,Menteng,Jakarta Pusat ,390
20104515,SDN Duri Pulo 01 Pg.,SD,Gambir,Jakarta Pusat ,186
20104516,SD NEGERI DURI PULO 02 PAGI,SD,Gambir,Jakarta Pusat ,192
20104517,SDN Duri Pulo 03 Pg.,SD,Gambir,Jakarta Pusat ,222
20104518,SDN Duri Pulo 04 Pg.,SD,Gambir,Jakarta Pusat ,184
20104519,SDN DURI PULO 05 PAGI,SD,Gambir,Jakarta Pusat ,186
20104521,SD NEGERI DURI PULO 07,SD,Gambir,Jakarta Pusat ,366
20104522,SDN Duri Pulo 08 Pg.,SD,Gambir,Jakarta Pusat ,221
20104524,SDN Duri Pulo 10,SD,Gambir,Jakarta Pusat ,253
20104525,SDN GALUR 01,SD,Johar Baru,Jakarta Pusat ,236
20104527,SD NEGERI GALUR 03,SD,Johar Baru,Jakarta Pusat ,244
20104529,SDN Gondangdia 01 Pg.,SD,Menteng,Jakarta Pusat ,363
20104530,SD NEGERI GONDANGDIA 03 PG,SD,Menteng,Jakarta Pusat ,251
20104532,SD NEGERI GONDANGDIA 05 PG,SD,Menteng,Jakarta Pusat ,164
20104533,SDN GUNUNG SAHARI SELATAN 01,SD,Kemayoran,Jakarta Pusat ,381
20104535,SDN GUNUNG SAHARI UTARA 01 PAGI,SD,Sawah Besar,Jakarta Pusat ,254
20104536,SD NEGERI HARAPAN MULIA 01 PAGI,SD,Kemayoran,Jakarta Pusat ,663
20104538,SEKOLAH DASAR NEGERI HARAPAN MULIA 03 PAGI,SD,Kemayoran,Jakarta Pusat ,758
20104540,SD NEGERI JOHAR BARU 01 PAGI,SD,Johar Baru,Jakarta Pusat ,270
20104541,SD NEGERI JOHAR BARU 03 PAGI,SD,Johar Baru,Jakarta Pusat ,184
20104542,SD NEGERI JOHAR BARU 04 PETANG,SD,Johar Baru,Jakarta Pusat ,119
20104543,SD NEGERI JOHAR BARU 05 PAGI,SD,Johar Baru,Jakarta Pusat ,174
20104544,SD NEGERI JOHAR BARU 07 PAGI,SD,Johar Baru,Jakarta Pusat ,203
20104545,SD NEGERI JOHAR BARU 09 PAGI,SD,Johar Baru,Jakarta Pusat ,348
20104546,SD NEGERI JOHAR BARU 10 PAGI,SD,Johar Baru,Jakarta Pusat ,499
20104548,SD NEGERI JOHAR BARU 13 PAGI,SD,Johar Baru,Jakarta Pusat ,246
20104549,SD NEGERI JOHAR BARU 14 PT,SD,Johar Baru,Jakarta Pusat ,168
20104550,SD NEGERI JOHAR BARU 15 PAGI,SD,Johar Baru,Jakarta Pusat ,241
20104551,SD NEGERI JOHAR BARU 16 PT,SD,Johar Baru,Jakarta Pusat ,176
20104552,SD NEGERI JOHAR BARU 17 PAGI,SD,Johar Baru,Jakarta Pusat ,359
20104553,SD NEGERI JOHAR BARU 18 PT,SD,Johar Baru,Jakarta Pusat ,212
20104554,SD NEGERI JOHAR BARU 19 PAGI,SD,Johar Baru,Jakarta Pusat ,311
20104556,SD NEGERI JOHAR BARU 21 PAGI,SD,Johar Baru,Jakarta Pusat ,173
20104557,SD NEGERI JOHAR BARU 23 PAGI,SD,Johar Baru,Jakarta Pusat ,175
20104558,SD NEGERI JOHAR BARU 25 PAGI,SD,Johar Baru,Jakarta Pusat ,135
20104559,SDN Johar Baru 29 Pg.,SD,Johar Baru,Jakarta Pusat ,465
20104571,SDN Kampung Bali 01,SD,Tanah Abang,Jakarta Pusat ,260
20104573,SDN Kampung Bali 03 Pg.,SD,Tanah Abang,Jakarta Pusat ,252
20104574,SDN Kampung Bali 07 Pg.,SD,Tanah Abang,Jakarta Pusat ,136
20104575,SD NEGERI KAMPUNG RAWA 01 PAGI,SD,Johar Baru,Jakarta Pusat ,277
20104576,SD NEGERI KAMPUNG RAWA 02 PT,SD,Johar Baru,Jakarta Pusat ,272
20104577,SD NEGERI KARANG ANYAR 01 PG,SD,Sawah Besar,Jakarta Pusat ,182
20104579,SD NEGERI KARANG ANYAR 05 PG,SD,Sawah Besar,Jakarta Pusat ,209
20104582,SDN Karet Tengsin 13 Pg.,SD,Tanah Abang,Jakarta Pusat ,601
20104584,SDN Kartini 01 Pg.,SD,Sawah Besar,Jakarta Pusat ,388
20104586,SD NEGERI KEBON KACANG 01,SD,Tanah Abang,Jakarta Pusat ,702
20104588,SD NEGERI KEBON KACANG 05 PAGI,SD,Tanah Abang,Jakarta Pusat ,216
20104590,SDN Kebon Kelapa 02 Pg.,SD,Gambir,Jakarta Pusat ,366
20104591,SD NEGERI KEBON KOSONG 01 PAGI,SD,Kemayoran,Jakarta Pusat ,351
20104592,SD NEGERI KEBON KOSONG 02,SD,Kemayoran,Jakarta Pusat ,482
20104593,SD NEGERI KEBON KOSONG 03 PAGI,SD,Kemayoran,Jakarta Pusat ,304
20104595,SD NEGERI KEBON KOSONG 05 PAGI,SD,Kemayoran,Jakarta Pusat ,294
20104596,SD NEGERI KEBON KOSONG 07 PAGI,SD,Kemayoran,Jakarta Pusat ,350
20104597,SD NEGERI KEBON KOSONG 09 PAGI,SD,Kemayoran,Jakarta Pusat ,440
20104600,SD NEGERI KEBON KOSONG 13 PAGI,SD,Kemayoran,Jakarta Pusat ,522
20104602,SD NEGERI KEBON KOSONG 15 PAGI,SD,Kemayoran,Jakarta Pusat ,362
20104603,SD NEGERI KEBON KOSONG 16 PAGI,SD,Kemayoran,Jakarta Pusat ,278
20104604,SD NEGERI KEBON KOSONG 17 PG,SD,Kemayoran,Jakarta Pusat ,828
20104607,SD NEGERI KEBON MELATI 01 PG,SD,Tanah Abang,Jakarta Pusat ,842
20104610,SDN KEBON SIRIH 01,SD,Menteng,Jakarta Pusat ,20
20104612,SDN KEBON SIRIH 04,SD,Menteng,Jakarta Pusat ,309
20104614,SD NEGERI KEMAYORAN I PG,SD,Kemayoran,Jakarta Pusat ,538
20104618,SD NEGERI KEMAYORAN 07 PAGI,SD,Kemayoran,Jakarta Pusat ,200
20104620,SD NEGERI KEMAYORAN 09,SD,Kemayoran,Jakarta Pusat ,338
20104622,SD NEGERI KEMAYORAN 11 PG,SD,Kemayoran,Jakarta Pusat ,259
20104624,SD NEGERI KEMAYORAN 13 PG,SD,Kemayoran,Jakarta Pusat ,148
20104625,SD NEGERI KEMAYORAN 14 PETANG,SD,Kemayoran,Jakarta Pusat ,92
20104626,SD NEGERI KEMAYORAN 15,SD,Kemayoran,Jakarta Pusat ,427
20104627,SD NEGERI KEMAYORAN 16 PETANG,SD,Kemayoran,Jakarta Pusat ,166
20104629,SDN Kenari 01,SD,Senen,Jakarta Pusat ,972
20104631,SDN Kenari 08,SD,Senen,Jakarta Pusat ,500
20104632,SDN Kramat 03 Pg.,SD,Senen,Jakarta Pusat ,362
20104635,SDN Kramat 09 Pt.,SD,Senen,Jakarta Pusat ,178
20104636,SDN Kwitang 01 Pagi,SD,Senen,Jakarta Pusat ,184
20104637,SDN Kwitang 02 Pt.,SD,Senen,Jakarta Pusat ,171
20104638,SDN Mangga Dua Selatan 01 Pg.,SD,Sawah Besar,Jakarta Pusat ,425
20104639,SD NEGERI MANGGA DUA SELATAN 05 PG,SD,Sawah Besar,Jakarta Pusat ,271
20104640,SDN MENTENG 01 PAGI,SD,Menteng,Jakarta Pusat ,409
20104641,SDN MENTENG 02 PAGI,SD,Menteng,Jakarta Pusat ,508
20104642,SD NEGERI PERCONTOHAN MENTENG 03 PG,SD,Menteng,Jakarta Pusat ,379
20104643,SDN Gambir 01 Pagi,SD,Gambir,Jakarta Pusat ,152
20104644,SDN PASAR BARU 01,SD,Sawah Besar,Jakarta Pusat ,337
20104645,SDN Pasar Baru 07 Pg.,SD,Sawah Besar,Jakarta Pusat ,414
20104646,SDN Pasar Baru 11,SD,Sawah Besar,Jakarta Pusat ,337
20104648,SDN Paseban 01 Pg.,SD,Senen,Jakarta Pusat ,178
20104649,SDN Paseban 07 Pagi,SD,Senen,Jakarta Pusat ,214
20104651,SDN PASEBAN 11 PAGI,SD,Senen,Jakarta Pusat ,185
20104652,SDN Paseban 15 Pg.,SD,Senen,Jakarta Pusat ,162
20104653,SD NEGERI PEGANGSAAN 01 PG,SD,Menteng,Jakarta Pusat ,324
20104655,SDN Petamburan 01,SD,Tanah Abang,Jakarta Pusat ,393
20104657,SDN Petamburan 05,SD,Tanah Abang,Jakarta Pusat ,499
20104658,SDN Petamburan 07,SD,Tanah Abang,Jakarta Pusat ,404
20104659,SD NEGERI PETOJO SELATAN 01 PAGI,SD,Gambir,Jakarta Pusat ,377
20104661,SDN Petojo Selatan 05 Pg.,SD,Gambir,Jakarta Pusat ,141
20104662,SDN Petojo Selatan 06 Pg.,SD,Gambir,Jakarta Pusat ,175
20104663,SD NEGERI PETOJO UTARA 01 PAGI,SD,Gambir,Jakarta Pusat ,185
20104664,SDN Petojo Utara 03 Pg.,SD,Gambir,Jakarta Pusat ,221
20104667,SDN Petojo Utara 05,SD,Gambir,Jakarta Pusat ,309
20104668,SD NEGERI PETOJO UTARA 09 PAGI,SD,Gambir,Jakarta Pusat ,258
20104669,SDN Petojo Utara 13 Pg.,SD,Gambir,Jakarta Pusat ,314
20104670,SD NEGERI RAWASARI 01 PAGI,SD,Cempaka Putih,Jakarta Pusat ,171
20104671,SD NEGERI RAWASARI 02 PAGI,SD,Cempaka Putih,Jakarta Pusat ,255
20104672,SD NEGERI RAWASARI 05 PAGI,SD,Cempaka Putih,Jakarta Pusat ,304
20104674,SDN Senen 03 Pg.,SD,Senen,Jakarta Pusat ,186
20104675,SD NEGERI SERDANG 01 PAGI,SD,Kemayoran,Jakarta Pusat ,361
20104676,SD NEGERI SERDANG 03,SD,Kemayoran,Jakarta Pusat ,364
20104679,SD NEGERI SERDANG 05 PAGI,SD,Kemayoran,Jakarta Pusat ,364
20104681,SD NEGERI SERDANG 07 PAGI,SD,Kemayoran,Jakarta Pusat ,656
20104683,SD NEGERI SERDANG 11,SD,Kemayoran,Jakarta Pusat ,443
20104685,SD NEGERI SERDANG 13 PAGI,SD,Kemayoran,Jakarta Pusat ,347
20104687,SD NEGERI SUMUR BATU 01 PAGI,SD,Kemayoran,Jakarta Pusat ,349
20104688,SD NEGERI SUMUR BATU 03 PAGI,SD,Kemayoran,Jakarta Pusat ,374
20104689,SD NEGERI SUMUR BATU 04 PAGI,SD,Kemayoran,Jakarta Pusat ,209
20104690,SD NEGERI SUMUR BATU 06,SD,Kemayoran,Jakarta Pusat ,388
20104692,SD NEGERI SUMUR BATU 08 PAGI,SD,Kemayoran,Jakarta Pusat ,579
20104694,SD NEGERI SUMUR BATU 12 PG,SD,Kemayoran,Jakarta Pusat ,334
20104695,SD NEGERI SUMUR BATU 14 PAGI,SD,Kemayoran,Jakarta Pusat ,381
20104696,SD NEGERI SUMUR BATU 15 PT,SD,Kemayoran,Jakarta Pusat ,219
20104697,SDN Tanah Tinggi 01 Pg.,SD,Johar Baru,Jakarta Pusat ,231
20104698,SD NEGERI TANAH TINGGI 02 PT,SD,Johar Baru,Jakarta Pusat ,158
20104699,SD NEGERI TANAH TINGGI 03 PAGI,SD,Johar Baru,Jakarta Pusat ,199
20104700,SD NEGERI TANAH TINGGI 04 PT,SD,Johar Baru,Jakarta Pusat ,183
20104701,SD NEGERI TANAH TINGGI 05,SD,Johar Baru,Jakarta Pusat ,325
20104702,SD NEGERI TANAH TINGGI 06 PT,SD,Johar Baru,Jakarta Pusat ,149
20104704,SD NEGERI TANAH TINGGI 09 PG,SD,Johar Baru,Jakarta Pusat ,278
20104705,SD NEGERI TANAH TINGGI 10 PT,SD,Johar Baru,Jakarta Pusat ,245
20104706,SD NEGERI TANAH TINGGI 11 PAGI,SD,Johar Baru,Jakarta Pusat ,264
20104707,SD NEGERI UTAN PANJANG 01 PG,SD,Kemayoran,Jakarta Pusat ,439
20104709,SD NEGERI UTAN PANJANG 03 PAGI,SD,Kemayoran,Jakarta Pusat ,406
20104841,SDN Ancol 01 Pg.,SD,Pademangan,Jakarta Utara ,528
20104842,SD Negeri Ancol 03 Jakarta,SD,Pademangan,Jakarta Utara ,583
20104844,SDN Cilincing 01 Pg.,SD,Cilincing,Jakarta Utara ,351
20104845,SDN Cilincing 02 Pg.,SD,Cilincing,Jakarta Utara ,306
20104846,SDN Cilincing 07 Pg.,SD,Cilincing,Jakarta Utara ,453
20104847,SD NEGERI CILINCING 08 PAGI,SD,Cilincing,Jakarta Utara ,317
20104848,SDN Kali Baru 01 Pg.,SD,Cilincing,Jakarta Utara ,572
20104849,SDN Kamal Muara 01 Pg.,SD,Penjaringan,Jakarta Utara ,740
20104850,SDN KAPUK MUARA 03,SD,Penjaringan,Jakarta Utara ,1149
20104852,SD NEGERI KEBON BAWANG 01,SD,Tanjung Priok,Jakarta Utara ,543
20104854,SDN Kebon Bawang 03 Pg.,SD,Tanjung Priok,Jakarta Utara ,537
20104856,SDN Kebon Bawang 05 Pg.,SD,Tanjung Priok,Jakarta Utara ,738
20104858,SD NEGERI KEBON BAWANG 07 PG,SD,Tanjung Priok,Jakarta Utara ,287
20104859,SDN Kebon Bawang 08 Pt.,SD,Tanjung Priok,Jakarta Utara ,276
20104860,SDN KEBON BAWANG 09 PETANG,SD,Tanjung Priok,Jakarta Utara ,382
20104861,SDN Kelapa Gading Barat 01,SD,Kelapa Gading,Jakarta Utara ,480
20104863,SDN Kelapa Gading Timur 01,SD,Kelapa Gading,Jakarta Utara ,466
20104865,SDN Kelapa Gading Tim. 03 Pg.,SD,Kelapa Gading,Jakarta Utara ,732
20104869,SDN Lagoa 01 Pg.,SD,Koja,Jakarta Utara ,625
20104871,SDN Marunda 01 Pg.,SD,Cilincing,Jakarta Utara ,359
20104872,SDN Marunda 02 Pg.,SD,Cilincing,Jakarta Utara ,852
20104873,SD NEGERI MARUNDA 03 PG,SD,Cilincing,Jakarta Utara ,599
20104874,SDN Pademangan Barat 09 Pg.,SD,Pademangan,Jakarta Utara ,573
20104875,SDN Pademangan Barat 11 Pg.,SD,Pademangan,Jakarta Utara ,733
20104877,SDN Papanggo 01 Pg.,SD,Tanjung Priok,Jakarta Utara ,666
20104879,SDN Papanggo 03 Pg.,SD,Tanjung Priok,Jakarta Utara ,381
20104880,SDN Pegangsaan Dua 01,SD,Kelapa Gading,Jakarta Utara ,327
20104882,SDN Pegangsaan Dua 03,SD,Kelapa Gading,Jakarta Utara ,276
20104884,SDN Pegangsaan Dua 05 Pg.,SD,Kelapa Gading,Jakarta Utara ,381
20104885,SDN Pegangsaan Dua 06 Pg.,SD,Kelapa Gading,Jakarta Utara ,563
20104886,SD NEGERI PERCONTOHAN PEGANGSAAN DUA 07 PAGI,SD,Kelapa Gading,Jakarta Utara ,349
20104891,SD NEGERI PEJAGALAN 01 PG,SD,Penjaringan,Jakarta Utara ,885
20104892,SDN Pejagalan 05 Pg.,SD,Penjaringan,Jakarta Utara ,511
20104895,SDN Pluit 01 Pg.,SD,Penjaringan,Jakarta Utara ,371
20104896,SDN Pluit 03 Pg.,SD,Penjaringan,Jakarta Utara ,610
20104903,SDN Rawa Badak Utara 09 Pg.,SD,Koja,Jakarta Utara ,374
20104906,SDN Rawa Badak Utara 23 Pg.,SD,Koja,Jakarta Utara ,593
20104907,SDN Rorotan 03 Pg.,SD,Cilincing,Jakarta Utara ,381
20104911,SDN Semper Barat 15 Pg.,SD,Cilincing,Jakarta Utara ,347
20104912,SDN Semper Timur 01 Pg.,SD,Cilincing,Jakarta Utara ,277
20104913,SDN Semper Timur 02 Pt.,SD,Cilincing,Jakarta Utara ,279
20104914,SD NEGERI SEMPER TIMUR 03,SD,Cilincing,Jakarta Utara ,598
20104915,SD NEGERI SEMPER TIMUR 07,SD,Cilincing,Jakarta Utara ,317
20104916,SDN SUKAPURA 02,SD,Cilincing,Jakarta Utara ,508
20104917,SDN Sukapura 05 Pg.,SD,Cilincing,Jakarta Utara ,331
20104918,SDN Sukapura 06 Pt.,SD,Cilincing,Jakarta Utara ,349
20104919,SDN Sungai Bambu 01 Pg.,SD,Tanjung Priok,Jakarta Utara ,466
20104921,SDN Sungai Bambu 03 Pg.,SD,Tanjung Priok,Jakarta Utara ,491
20104923,SDN Sungai Bambu 05,SD,Tanjung Priok,Jakarta Utara ,654
20104925,SDN SUNTER AGUNG 01,SD,Tanjung Priok,Jakarta Utara ,525
20104927,SD NEGERI SUNTER AGUNG 03 PG,SD,Tanjung Priok,Jakarta Utara ,491
20104929,SDN Sunter Agung 05 Pg.,SD,Tanjung Priok,Jakarta Utara ,459
20104930,SDN Sunter Agung 07,SD,Tanjung Priok,Jakarta Utara ,431
20104932,SD NEGERI SUNTER AGUNG 09 PG,SD,Tanjung Priok,Jakarta Utara ,627
20104934,SDN Sunter Agung 11 Pg.,SD,Tanjung Priok,Jakarta Utara ,337
20104935,SDN Sunter Agung 12 Pg.,SD,Tanjung Priok,Jakarta Utara ,376
20104936,SDN Sunter Agung 13 Pagi,SD,Tanjung Priok,Jakarta Utara ,380
20104937,SDN Sunter Jaya 01 Pg.,SD,Tanjung Priok,Jakarta Utara ,572
20104940,SD NEGERI SUNTER JAYA 05 PG,SD,Tanjung Priok,Jakarta Utara ,545
20104942,SDN Sunter Jaya 07 Pg.,SD,Tanjung Priok,Jakarta Utara ,480
20104944,SD NEGERI SUNTER JAYA 09,SD,Tanjung Priok,Jakarta Utara ,463
20104946,SDN Tanjung Priok 01 Pg.,SD,Tanjung Priok,Jakarta Utara ,366
20104947,SDN Tanjung Priok 02 Pagi,SD,Tanjung Priok,Jakarta Utara ,608
20104949,SD NEGERI TANJUNG PRIOK 04 PG,SD,Tanjung Priok,Jakarta Utara ,759
20104952,SDN TUGU UTARA 01 PAGI,SD,Koja,Jakarta Utara ,586
20104954,SD NEGERI TUGU UTARA 03 PG JAKARTA,SD,Koja,Jakarta Utara ,343
20104956,SD NEGERI TUGU UTARA 05,SD,Koja,Jakarta Utara ,341
20104958,SDN Tugu Utara 07 Pg.,SD,Koja,Jakarta Utara ,577
20104963,SDN Tugu Utara 17 Pg.,SD,Koja,Jakarta Utara ,317
20104965,SDN Warakas 01 Pg.,SD,Tanjung Priok,Jakarta Utara ,730
20104967,SDN Warakas 03,SD,Tanjung Priok,Jakarta Utara ,544
20104969,SDN Warakas 05 Pg,SD,Tanjung Priok,Jakarta Utara ,533
20104971,SD NEGERI WARAKAS 07 PG,SD,Tanjung Priok,Jakarta Utara ,493
20105139,SD NEGERI ANGKE 01 PAGI,SD,Tambora,Jakarta Barat ,413
20105143,SD NEGERI ANGKE 05 PAGI,SD,Tambora,Jakarta Barat ,381
20105145,SD NEGERI CENGKARENG BARAT 01 PG,SD,Cengkareng,Jakarta Barat ,220
20105146,SD NEGERI CENGKARENG BARAT 02 PT,SD,Cengkareng,Jakarta Barat ,201
20105149,SD NEGERI CENGKARENG BARAT 05 PG,SD,Cengkareng,Jakarta Barat ,282
20105151,SD NEGERI CENGKARENG BARAT 07 PG,SD,Cengkareng,Jakarta Barat ,340
20105152,SD NEGERI CENGKARENG BARAT 08,SD,Cengkareng,Jakarta Barat ,283
20105153,SD NEGERI CENGKARENG BARAT 09 PG,SD,Cengkareng,Jakarta Barat ,374
20105154,SD NEGERI CENGKARENG BARAT 10 PG,SD,Cengkareng,Jakarta Barat ,323
20105156,SD NEGERI CENGKARENG BARAT 12 PG,SD,Cengkareng,Jakarta Barat ,218
20105157,SD NEGERI CENGKARENG BARAT 13 PG,SD,Cengkareng,Jakarta Barat ,347
20105158,SD NEGERI CENGKARENG BARAT 14 PAGI,SD,Cengkareng,Jakarta Barat ,326
20105159,SD NEGERI CENGKARENG BARAT 15 PAGI,SD,Cengkareng,Jakarta Barat ,324
20105160,SD NEGERI CENGKARENG BARAT 16 PG,SD,Cengkareng,Jakarta Barat ,379
20105161,SD NEGERI CENGKARENG BARAT 17 PT,SD,Cengkareng,Jakarta Barat ,287
20105163,SD NEGERI CENGKARENG BARAT 19 PG,SD,Cengkareng,Jakarta Barat ,317
20105165,SD NEGERI CENGKARENG TIMUR 01 PG,SD,Cengkareng,Jakarta Barat ,429
20105167,SD NEGERI CENGKARENG TIMUR 03 PG,SD,Cengkareng,Jakarta Barat ,313
20105168,SD NEGERI CENGKARENG TIMUR 04 PT,SD,Cengkareng,Jakarta Barat ,245
20105169,SD NEGERI CENGKARENG TIMUR 05 PG,SD,Cengkareng,Jakarta Barat ,454
20105171,SDN Cengkareng Timur 07 Pagi,SD,Cengkareng,Jakarta Barat ,376
20105172,SD NEGERI CENGKARENG TIMUR 09 PG,SD,Cengkareng,Jakarta Barat ,278
20105173,SD NEGERI CENGKARENG TIMUR 10 PG,SD,Cengkareng,Jakarta Barat ,298
20105175,SD NEGERI CENGKARENG TIMUR 12 PG,SD,Cengkareng,Jakarta Barat ,224
20105176,SD NEGERI CENGKARENG TIMUR 13 PTG,SD,Cengkareng,Jakarta Barat ,267
20105177,SD NEGERI CENGKARENG TIMUR 14 PG,SD,Cengkareng,Jakarta Barat ,330
20105178,SD NEGERI CENGKARENG TIMUR 15 PG,SD,Cengkareng,Jakarta Barat ,356
20105180,SD NEGERI CENGKARENG TIMUR 17 PG,SD,Cengkareng,Jakarta Barat ,284
20105181,SD NEGERI CENGKARENG TIMUR 18 PG,SD,Cengkareng,Jakarta Barat ,317
20105186,SD NEGERI DURI KEPA 01 PG,SD,Kebon Jeruk,Jakarta Barat ,462
20105187,SD NEGERI DURI KEPA 03,SD,Kebon Jeruk,Jakarta Barat ,341
20105188,SD NEGERI DURI KEPA 05 PG,SD,Kebon Jeruk,Jakarta Barat ,492
20105189,SD NEGERI DURI KEPA 07 PG,SD,Kebon Jeruk,Jakarta Barat ,736
20105192,SD NEGERI DURI KEPA 13,SD,Kebon Jeruk,Jakarta Barat ,546
20105194,SD NEGERI DURI KEPA 17 PG,SD,Kebon Jeruk,Jakarta Barat ,370
20105199,SD NEGERI DURI KOSAMBI 05 PT,SD,Cengkareng,Jakarta Barat ,350
20105200,SD NEGERI DURI KOSAMBI 06 PG,SD,Cengkareng,Jakarta Barat ,542
20105205,SD NEGERI DURI KOSAMBI 11 PT,SD,Cengkareng,Jakarta Barat ,315
20105206,SDN DURI UTARA 01 PAGI,SD,Tambora,Jakarta Barat ,249
20105208,SDN Duri Utara 03 Pg.,SD,Tambora,Jakarta Barat ,224
20105209,SD NEGERI DURI UTARA 04 PETANG,SD,Tambora,Jakarta Barat ,199
20105210,SDN Duri Utara 05 Pagi,SD,Tambora,Jakarta Barat ,236
20105212,SD NEGERI GROGOL 01 PG,SD,Grogol Petamburan,Jakarta Barat ,480
20105213,SD NEGERI GROGOL 05 PG,SD,Grogol Petamburan,Jakarta Barat ,184
20105215,SD NEGERI GROGOL 11,SD,Grogol Petamburan,Jakarta Barat ,298
20105216,SD NEGERI JATI PULO 01 PAGI,SD,Palmerah,Jakarta Barat ,376
20105219,SD NEGERI JATI PULO 05 PAGI,SD,Palmerah,Jakarta Barat ,278
20105220,SD NEGERI JATI PULO 06 PAGI,SD,Palmerah,Jakarta Barat ,284
20105230,SD NEGERI JELAMBAR 08 PG,SD,Grogol Petamburan,Jakarta Barat ,384
20105241,SD NEGERI JELAMBAR BARU 09 PAGI,SD,Grogol Petamburan,Jakarta Barat ,300
20105242,SDN Jembatan Besi 01 Pg.,SD,Tambora,Jakarta Barat ,281
20105243,SDN JEMBATAN BESI 02 PT,SD,Tambora,Jakarta Barat ,270
20105244,SDN Jembatan Besi 03 Pg.,SD,Tambora,Jakarta Barat ,275
20105246,SDN JEMBATAN LIMA 01 PAGI,SD,Tambora,Jakarta Barat ,230
20105247,SDN JEMBATAN LIMA 02 PETANG,SD,Tambora,Jakarta Barat ,220
20105248,SDN Jembatan Lima 03 Pg.,SD,Tambora,Jakarta Barat ,219
20105251,SD NEGERI JOGLO 02 PT,SD,Kembangan,Jakarta Barat ,364
20105254,SD NEGERI JOGLO 05 PAGI,SD,Kembangan,Jakarta Barat ,377
20105256,SD NEGERI JOGLO 07 PT,SD,Kembangan,Jakarta Barat ,297
20105259,SD NEGERI JOGLO 10 PAGI,SD,Kembangan,Jakarta Barat ,381
20105261,SDN Kali Anyar 01 Pg.,SD,Tambora,Jakarta Barat ,250
20105263,SDN Kalideres 01 Pagi,SD,Kali Deres,Jakarta Barat ,335
20105265,SDN Kalideres 03 Pagi.,SD,Kali Deres,Jakarta Barat ,273
20105266,SDN KALIDERES 04 PETANG,SD,Kali Deres,Jakarta Barat ,302
20105267,SD NEGERI KALIDERES 05 PG,SD,Kali Deres,Jakarta Barat ,406
20105268,SDN Kalideres 06 Pg.,SD,Kali Deres,Jakarta Barat ,310
20105269,SDN Kalideres 07 Pg.,SD,Kali Deres,Jakarta Barat ,571
